,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,neighborhood_matched,property_type,room_type,maximum_nights,minimum_nights,number_of_reviews,number_of_reviews_l30d,negiborhood_frequency
25764,3,1.0,0.99,Glendale,True,2,2,30,1,39,0,556
25765,-1,-1.0,-1.0,Pomona,False,1,1,7,7,0,0,121
25766,1,1.0,1.0,Glendale,True,1,1,365,2,35,0,556
25767,1,0.89,0.95,Long Beach,True,1,1,1125,30,0,0,1573
25768,-1,-1.0,1.0,Historic South-Central,False,3,3,1125,30,0,0,66
25769,1,1.0,0.99,Brentwood,False,1,1,1125,31,1,0,198
25770,1,1.0,0.87,Lancaster,False,1,1,1125,1,12,1,118
25771,-1,-1.0,1.0,Historic South-Central,False,3,3,1125,30,1,0,66
25772,-1,-1.0,1.0,Historic South-Central,False,3,3,1125,30,0,0,66
25773,-1,-1.0,-1.0,Beverly Hills,True,2,2,14,3,0,0,540
25774,-1,-1.0,1.0,Hollywood Hills,True,1,1,1125,5,0,0,787
25775,3,1.0,0.92,Burbank,True,2,2,31,30,0,0,331
25776,1,1.0,1.0,Downtown,True,2,2,25,1,52,2,1072
25777,-1,-1.0,0.33,Studio City,True,2,2,180,30,0,0,349
25778,1,0.9,1.0,Topanga,True,1,1,31,5,7,1,257
25779,-1,-1.0,1.0,Historic South-Central,False,3,3,1125,30,0,0,66
25780,2,1.0,0.75,Torrance,False,1,1,1125,30,2,0,295
25781,-1,-1.0,1.0,Lawndale,True,2,2,1125,2,1,0,81
25782,-1,-1.0,-1.0,Hollywood,False,1,1,25,1,71,7,1616
25783,1,1.0,0.98,Hollywood Hills West,False,1,1,1125,5,6,0,521
25784,1,0.97,1.0,Hollywood,True,1,1,1125,1,28,3,1616
25785,2,1.0,0.97,Redondo Beach,True,1,1,30,30,2,0,342
25786,1,1.0,1.0,Beverly Hills,True,1,1,1125,2,35,1,540
25787,2,1.0,1.0,Burbank,True,1,1,365,30,23,1,331
25788,3,0.8,0.73,Hollywood Hills,True,1,1,31,3,5,0,787
25789,4,0.17,0.76,Encino,True,2,2,1125,1,0,0,136
25790,1,1.0,0.99,La Puente,True,7,1,1125,2,32,0,12
25791,1,1.0,1.0,Beverly Hills,True,1,1,1125,2,21,0,540
25792,2,0.7,0.97,Hollywood,True,1,1,93,6,15,0,1616
25793,1,0.96,0.83,Canoga Park,True,1,1,28,1,48,6,61
25794,2,1.0,0.93,East Los Angeles,True,1,1,90,2,31,0,120
25795,2,0.8,0.91,Northridge,True,2,2,1125,1,21,3,99
25796,-1,-1.0,0.97,Rowland Heights,False,2,2,1125,1,8,0,517
25797,1,1.0,0.97,Torrance,False,1,1,1125,2,8,0,295
25798,1,0.97,0.93,Downtown,False,1,1,1125,4,10,1,1072
25799,-1,-1.0,0.0,Topanga,False,1,1,45,5,0,0,257
25800,1,1.0,1.0,Historic South-Central,False,1,1,730,31,1,0,66
25801,3,0.9,0.4,Van Nuys,True,1,1,90,30,1,0,201
25802,3,1.0,0.67,Claremont,False,1,1,3,3,0,0,53
25803,-1,-1.0,0.85,Westlake,True,1,1,67,2,16,0,507
25804,-1,-1.0,-1.0,Venice,True,2,2,31,30,0,0,1701
25805,1,1.0,1.0,East Hollywood,False,2,2,27,2,13,0,526
25806,3,0.67,1.0,Harvard Heights,False,2,2,365,2,5,0,100
25807,-1,-1.0,0.73,Covina,True,2,2,1125,1,5,0,48
25808,2,1.0,0.96,Hacienda Heights,False,2,2,1125,30,4,0,229
25809,-1,-1.0,1.0,Norwalk,True,1,1,5,2,1,0,33
25810,1,0.85,0.92,Malibu,True,2,2,1125,1,1,0,398
25811,1,0.85,0.92,Malibu,True,2,2,1125,1,0,0,398
25812,1,0.85,0.92,Malibu,True,2,2,1125,1,0,0,398
25813,1,0.85,0.92,Malibu,True,2,2,1125,1,1,1,398
25814,1,0.85,0.92,Malibu,True,2,2,1125,1,1,0,398
25815,1,0.85,0.92,Malibu,True,2,2,1125,1,2,0,398
25816,-1,-1.0,0.5,Montebello,False,2,2,1125,1,0,0,32
25817,2,0.69,0.94,Hollywood,True,1,1,92,5,2,0,1616
25818,1,1.0,0.9,Manchester Square,False,2,2,28,3,12,0,18
25819,1,1.0,0.95,Santa Monica,False,2,2,1125,5,12,1,1184
25820,-1,-1.0,0.78,Downtown,True,1,1,1125,3,2,0,1072
25821,-1,-1.0,-1.0,Hollywood,False,1,1,26,1,38,1,1616
25822,4,0.0,0.75,Mid-City,True,1,1,29,7,2,0,397
25823,1,1.0,0.97,Inglewood,True,1,1,1125,1,39,6,402
25824,2,0.59,0.81,Long Beach,True,1,1,1125,2,3,0,1573
25825,-1,-1.0,0.93,North Hollywood,False,2,2,1125,1,6,0,393
25826,-1,-1.0,-1.0,Hollywood,False,1,1,25,1,75,8,1616
25827,-1,-1.0,-1.0,Hollywood,False,1,1,25,1,52,5,1616
25828,1,0.92,0.99,East Los Angeles,False,1,1,1125,2,3,0,120
25829,1,1.0,0.73,Inglewood,True,2,2,1125,6,0,0,402
25830,1,1.0,1.0,Pico-Robertson,False,1,1,1125,30,4,0,165
25831,-1,-1.0,1.0,Lawndale,True,1,1,29,3,8,0,81
25832,1,1.0,1.0,Long Beach,True,2,2,31,1,22,0,1573
25833,-1,-1.0,-1.0,Walnut,False,1,1,365,13,0,0,79
25834,1,1.0,0.98,Burbank,True,1,1,28,2,23,0,331
25835,-1,-1.0,0.73,Covina,True,2,2,1125,1,2,0,48
25836,-1,-1.0,0.73,Covina,True,2,2,1125,1,0,0,48
25837,1,0.93,0.99,East San Gabriel,False,2,2,1125,15,4,0,77
25838,1,1.0,0.99,Downtown,True,1,1,1125,3,29,3,1072
25839,1,1.0,0.55,Glendale,False,1,1,1125,1,0,0,556
25840,-1,-1.0,0.14,Beverly Grove,False,1,1,365,30,0,0,422
25841,1,1.0,0.99,Venice,False,1,1,1125,3,23,1,1701
25842,1,1.0,0.94,Burbank,True,1,1,7,3,2,0,331
25843,-1,-1.0,1.0,Westwood,False,2,2,1125,30,1,0,474
25844,1,1.0,0.94,Fairfax,False,15,1,1125,1,6,1,261
25845,1,1.0,0.97,Hyde Park,False,1,1,28,1,28,10,79
25846,2,0.69,0.94,Hollywood,True,1,1,92,5,2,0,1616
25847,2,0.69,0.94,Hollywood,True,1,1,355,2,0,0,1616
25848,1,0.95,0.96,Pico-Robertson,False,1,1,90,30,12,0,165
25849,2,0.69,0.94,Hollywood,True,1,1,92,5,2,0,1616
25850,3,1.0,0.96,Leimert Park,False,1,1,30,3,15,2,54
25851,1,1.0,0.8,Westlake,False,1,1,3,1,56,2,507
25852,1,1.0,0.22,North Hollywood,False,1,1,1125,30,0,0,393
25853,-1,-1.0,0.83,San Gabriel,True,1,1,1125,1,2,0,142
25854,1,1.0,0.99,Westwood,True,2,2,10,1,79,5,474
25855,-1,-1.0,0.83,San Gabriel,True,1,1,1125,1,0,0,142
25856,1,1.0,0.97,Venice,True,1,1,62,31,1,0,1701
25857,-1,-1.0,1.0,Chatsworth,True,1,1,120,30,1,0,53
25858,1,0.87,0.97,Beverly Hills,False,1,1,1125,2,15,0,540
25859,2,1.0,0.81,Pacific Palisades,True,1,1,300,14,4,0,162
25860,1,1.0,0.74,Mid-City,True,1,1,1125,2,28,4,397
25861,1,1.0,0.99,Downtown,False,1,1,1125,1,31,0,1072
25862,1,1.0,0.99,Downtown,False,2,2,1125,1,4,0,1072
25863,1,1.0,1.0,Valinda,False,1,1,180,3,15,1,21
25864,1,1.0,0.71,Glendale,True,1,1,1125,4,8,2,556
25865,-1,-1.0,1.0,Hollywood Hills,True,1,1,28,3,15,0,787
25866,-1,-1.0,-1.0,Westchester,False,2,2,90,31,0,0,227
25867,1,1.0,1.0,Claremont,False,1,1,1125,2,5,0,53
25868,-1,-1.0,1.0,La Crescenta-Montrose,True,1,1,1125,1,3,0,19
25869,-1,-1.0,1.0,West Covina,False,1,1,1125,2,2,0,116
25870,1,1.0,0.6,Walnut,False,1,1,300,10,0,0,79
25871,1,1.0,0.97,Burbank,True,1,1,31,30,50,0,331
25872,-1,-1.0,0.47,West Los Angeles,False,2,2,9,1,11,0,157
25873,1,0.91,0.98,Venice,False,1,1,1000,2,21,1,1701
25874,1,1.0,1.0,Historic South-Central,False,1,1,365,31,1,0,66
25875,1,1.0,1.0,Historic South-Central,False,1,1,365,31,0,0,66
25876,1,1.0,1.0,Downtown,False,1,1,1125,31,0,0,1072
25877,1,1.0,1.0,Harvard Heights,False,2,2,365,31,0,0,100
25878,-1,-1.0,0.96,Glendale,True,1,1,15,1,14,0,556
25879,1,0.95,0.96,Rosemead,True,1,1,29,2,36,4,85
25880,1,0.9,0.93,Long Beach,True,1,1,60,2,13,2,1573
25881,1,1.0,0.88,Silver Lake,False,1,1,1125,2,19,1,498
25882,-1,-1.0,1.0,Beverly Grove,False,2,2,30,30,2,0,422
25883,1,0.97,0.99,Westlake,True,1,1,60,30,7,0,507
25884,1,1.0,1.0,Rowland Heights,False,2,2,1125,1,0,0,517
25885,1,0.8,1.0,Exposition Park,False,1,1,30,30,13,0,108
25886,3,0.8,-1.0,Whittier,True,2,2,30,1,0,0,63
25887,1,1.0,0.71,Long Beach,True,4,1,7,1,3,0,1573
25888,1,1.0,1.0,Culver City,True,1,1,28,1,39,1,307
25889,1,1.0,0.93,West Hollywood,False,1,1,30,4,19,1,632
25890,2,1.0,1.0,North Hollywood,True,2,2,1000,30,4,0,393
25891,4,0.33,1.0,San Pedro,True,2,2,180,3,0,0,109
25892,-1,-1.0,1.0,Pasadena,False,2,2,1125,1,10,0,459
25893,1,1.0,0.91,Canoga Park,True,2,2,1125,30,22,0,61
25894,1,1.0,0.78,Alondra Park,False,2,2,1125,4,4,0,13
25895,1,1.0,0.94,West Covina,True,1,1,1125,3,1,0,116
25896,-1,-1.0,-1.0,Hollywood Hills West,False,1,1,123,30,0,0,521
25897,-1,-1.0,-1.0,Westwood,True,2,2,180,30,0,0,474
25898,-1,-1.0,1.0,Beverly Grove,False,1,1,120,30,0,0,422
25899,-1,-1.0,0.96,South San Gabriel,False,2,2,1125,1,4,0,22
25900,2,1.0,1.0,Venice,True,1,1,1125,30,0,0,1701
25901,1,1.0,0.97,Alhambra,True,2,2,29,2,38,3,258
25902,-1,-1.0,-1.0,West Hollywood,False,1,1,1125,1,31,3,632
25903,4,0.0,1.0,Altadena,False,2,2,2,1,1,0,228
25904,1,1.0,0.87,Unincorporated Santa Monica Mountains,False,1,1,1125,4,23,5,125
25905,1,1.0,0.99,Pasadena,True,2,2,1125,1,32,0,459
25906,1,1.0,0.99,Boyle Heights,True,2,2,1125,1,15,0,96
25907,1,1.0,0.99,Pasadena,True,2,2,1125,2,49,0,459
25908,1,1.0,0.99,Pasadena,True,2,2,1125,1,46,5,459
25909,1,1.0,1.0,Long Beach,False,2,2,15,3,13,1,1573
25910,1,1.0,0.99,Westwood,False,1,1,1125,30,0,0,474
25911,1,1.0,1.0,Downtown,True,1,1,180,30,3,1,1072
25912,1,1.0,0.99,Westwood,False,1,1,1125,30,0,0,474
25913,1,1.0,1.0,East Los Angeles,True,1,1,1125,1,67,10,120
25914,3,1.0,1.0,Azusa,False,2,2,1125,2,1,0,66
25915,1,1.0,0.96,Winnetka,False,2,2,1125,1,45,5,74
25916,1,1.0,1.0,Santa Monica,True,2,2,28,3,23,3,1184
25917,-1,-1.0,1.0,West Hollywood,True,1,1,8,1,0,0,632
25918,-1,-1.0,0.29,Westlake,False,1,1,1125,30,0,0,507
25919,1,1.0,0.98,Del Aire,False,1,1,1125,5,4,1,50
25920,-1,-1.0,1.0,West Carson,False,2,2,365,7,5,0,32
25921,1,1.0,1.0,Monterey Park,True,1,1,1125,3,0,0,235
25922,3,1.0,0.6,Glendale,True,1,1,31,1,7,1,556
25923,-1,-1.0,1.0,Burbank,False,2,2,1125,1,0,0,331
25924,2,0.85,0.7,Claremont,False,1,1,1125,30,6,1,53
25925,3,1.0,0.6,Long Beach,True,1,1,1125,13,8,0,1573
25926,1,1.0,1.0,Hollywood,True,1,1,90,30,2,0,1616
25927,1,1.0,0.98,Pomona,False,1,1,14,2,6,0,121
25928,1,1.0,0.91,East Los Angeles,True,1,1,180,1,13,1,120
25929,-1,-1.0,1.0,Lakewood,True,2,2,3,1,0,0,51
25930,1,1.0,1.0,Hacienda Heights,False,2,2,1125,2,17,3,229
25931,-1,-1.0,0.94,Altadena,True,1,1,14,2,22,0,228
25932,-1,-1.0,-1.0,Long Beach,False,3,3,1125,30,0,0,1573
25933,3,0.5,0.73,Central-Alameda,False,2,2,120,30,0,0,11
25934,-1,-1.0,0.5,Redondo Beach,True,1,1,400,90,1,0,342
25935,1,1.0,0.22,Sherman Oaks,False,1,1,1125,30,0,0,375
25936,-1,-1.0,1.0,Mid-Wilshire,False,3,3,1125,30,1,0,514
25937,1,1.0,0.94,Burbank,True,2,2,45,4,10,0,331
25938,1,1.0,0.83,Lawndale,False,2,2,1125,1,2,0,81
25939,2,1.0,0.67,Shadow Hills,False,1,1,1125,3,5,0,26
25940,2,0.82,0.54,West Hollywood,True,1,1,1125,3,18,3,632
25941,1,0.98,0.99,West Covina,False,1,1,1125,1,15,2,116
25942,4,0.0,-1.0,East Hollywood,True,1,1,90,30,0,0,526
25943,1,0.98,0.99,Valinda,False,1,1,1125,1,24,0,21
25944,1,0.98,0.99,West Covina,False,1,1,1125,1,13,0,116
25945,3,0.75,1.0,Downtown,True,1,1,28,2,5,0,1072
25946,-1,-1.0,0.73,Industry,False,2,2,60,2,3,0,47
25947,1,1.0,1.0,Palms,False,1,1,365,7,14,3,249
25948,4,0.0,-1.0,Studio City,False,1,1,90,30,0,0,349
25949,3,0.5,0.88,South Pasadena,True,2,2,1125,1,7,0,84
25950,1,1.0,1.0,Downtown,False,1,1,365,31,1,0,1072
25951,1,1.0,0.99,Beverly Grove,False,1,1,1125,30,0,0,422
25952,1,1.0,0.99,Beverly Grove,False,1,1,1125,30,0,0,422
25953,1,1.0,0.71,Burbank,True,1,1,14,2,26,5,331
25954,-1,-1.0,-1.0,Woodland Hills,False,2,2,10,3,0,0,290
25955,-1,-1.0,-1.0,Downtown,False,2,2,7,1,0,0,1072
25956,1,1.0,0.55,Glendale,False,1,1,1125,1,1,0,556
25957,3,1.0,0.88,Hollywood,False,1,1,365,90,0,0,1616
25958,1,0.99,0.99,Inglewood,True,1,1,29,1,29,0,402
25959,3,1.0,0.86,Beverly Grove,False,2,2,1125,2,11,1,422
25960,-1,-1.0,-1.0,Gardena,True,3,3,27,1,0,0,104
25961,-1,-1.0,1.0,East Hollywood,False,3,3,1125,30,0,0,526
25962,-1,-1.0,1.0,Redondo Beach,True,1,1,14,3,1,0,342
25963,4,0.0,-1.0,East Hollywood,True,1,1,90,30,0,0,526
25964,1,0.92,0.9,Leimert Park,False,1,1,7,2,47,3,54
25965,1,1.0,0.84,Beverly Hills,False,1,1,1125,2,14,1,540
25966,2,1.0,0.97,Downtown,False,2,2,1000,365,19,0,1072
25967,4,0.0,-1.0,East Hollywood,True,1,1,90,30,0,0,526
25968,1,1.0,0.99,Santa Monica,True,1,1,650,3,22,1,1184
25969,1,0.96,0.96,Mar Vista,True,1,1,100,4,30,2,327
25970,1,0.99,0.99,Westwood,True,1,1,1125,1,4,0,474
25971,1,0.93,0.99,East San Gabriel,False,2,2,1125,7,4,0,77
25972,4,0.0,-1.0,East Hollywood,True,1,1,90,30,0,0,526
25973,4,0.0,-1.0,East Hollywood,True,1,1,90,30,0,0,526
25974,2,0.86,0.53,West Hollywood,True,1,1,7,2,3,0,632
25975,2,0.8,1.0,Hollywood,False,2,2,7,1,1,0,1616
25976,1,1.0,0.99,Long Beach,True,1,1,300,2,19,3,1573
25977,1,1.0,1.0,Downtown,True,1,1,21,1,55,4,1072
25978,1,1.0,0.99,West Hollywood,False,1,1,1125,2,8,0,632
25979,1,1.0,0.99,West Hollywood,False,1,1,1125,1,31,2,632
25980,-1,-1.0,-1.0,Northridge,True,2,2,1125,1,0,0,99
25981,1,1.0,0.99,West Hollywood,False,1,1,1125,30,9,0,632
25982,1,1.0,1.0,Harvard Heights,False,2,2,365,31,0,0,100
25983,4,0.0,1.0,Downtown,False,1,1,1125,1,3,0,1072
25984,2,1.0,1.0,West Los Angeles,False,2,2,365,180,0,0,157
25985,2,1.0,1.0,West Los Angeles,False,2,2,365,180,0,0,157
25986,1,1.0,0.55,Glendale,False,1,1,1125,10,3,0,556
25987,1,1.0,1.0,Sherman Oaks,True,1,1,1125,2,38,7,375
25988,1,0.99,0.57,Beverly Crest,False,1,1,1125,2,1,0,143
25989,1,1.0,0.6,Venice,True,1,1,1125,5,0,0,1701
25990,1,1.0,0.99,Palms,False,1,1,1125,30,1,0,249
25991,-1,-1.0,1.0,Hawthorne,False,1,1,1125,1,0,0,165
25992,-1,-1.0,-1.0,Downtown,True,2,2,28,1,0,0,1072
25993,-1,-1.0,-1.0,Fairfax,False,1,1,365,90,0,0,261
25994,-1,-1.0,1.0,Hawthorne,False,1,1,4,1,0,0,165
25995,-1,-1.0,-1.0,Downtown,True,2,2,28,1,0,0,1072
25996,-1,-1.0,-1.0,Downtown,True,2,2,28,1,0,0,1072
25997,-1,-1.0,-1.0,Downtown,True,2,2,28,1,0,0,1072
25998,1,1.0,0.85,Hollywood Hills,True,2,2,1125,1,8,0,787
25999,-1,-1.0,-1.0,Downtown,True,2,2,28,1,0,0,1072
26000,2,1.0,0.75,Downtown,False,1,1,1125,30,1,0,1072
26001,2,1.0,0.75,Downtown,False,1,1,1125,30,0,0,1072
26002,1,1.0,0.98,Torrance,True,1,1,365,28,0,0,295
26003,2,0.99,0.99,Malibu,False,1,1,365,1,13,2,398
26004,2,1.0,1.0,West Los Angeles,False,2,2,365,180,0,0,157
26005,-1,-1.0,-1.0,Glendale,True,2,2,10,2,0,0,556
26006,1,1.0,0.99,Sawtelle,False,1,1,1125,30,0,0,476
26007,2,1.0,0.75,Beverly Grove,False,1,1,1125,30,0,0,422
26008,2,1.0,0.75,West Hollywood,False,1,1,1125,31,1,0,632
26009,-1,-1.0,1.0,Vermont Vista,False,1,1,1125,1,15,0,5
26010,3,0.5,0.0,Palms,True,1,1,60,30,0,0,249
26011,1,1.0,0.97,Irwindale,True,1,1,1125,2,15,5,4
26012,1,1.0,1.0,Malibu,True,1,1,29,1,48,5,398
26013,1,1.0,0.99,Inglewood,True,1,1,1125,1,44,4,402
26014,1,1.0,0.98,Rosemead,True,2,2,1125,1,0,0,85
26015,1,0.93,0.99,East San Gabriel,False,2,2,1125,60,5,2,77
26016,1,1.0,1.0,North Hollywood,True,1,1,1125,2,12,1,393
26017,3,1.0,0.0,Van Nuys,True,2,2,1125,1,0,0,201
26018,1,1.0,1.0,Woodland Hills,False,1,1,1125,2,24,1,290
26019,4,0.33,0.57,Mid-Wilshire,True,2,2,31,30,1,0,514
26020,1,1.0,1.0,San Gabriel,True,1,1,28,5,21,0,142
26021,1,1.0,0.94,Echo Park,True,1,1,100,30,3,1,410
26022,-1,-1.0,-1.0,Tujunga,False,2,2,365,30,0,0,22
26023,4,0.23,0.09,Malibu,False,1,1,365,14,0,0,398
26024,1,1.0,0.91,Chatsworth,True,2,2,233,3,0,0,53
26025,1,1.0,0.91,Chatsworth,True,2,2,1125,2,2,2,53
26026,-1,-1.0,-1.0,Venice,False,1,1,365,150,0,0,1701
26027,2,1.0,1.0,Avalon,False,1,1,1125,2,20,0,149
26028,-1,-1.0,1.0,Mid-City,True,3,3,90,30,1,0,397
26029,1,1.0,1.0,Mid-City,True,1,1,33,4,25,4,397
26030,1,0.96,0.91,Larchmont,False,1,1,1125,30,0,0,84
26031,1,1.0,1.0,Harvard Heights,False,2,2,730,31,0,0,100
26032,2,1.0,0.75,Long Beach,False,1,1,1125,30,0,0,1573
26033,-1,-1.0,1.0,Valley Village,True,1,1,1125,1,29,0,128
26034,1,0.99,0.83,Hollywood,False,1,1,1125,30,1,1,1616
26035,1,1.0,1.0,Harvard Heights,False,2,2,730,31,1,0,100
26036,1,1.0,1.0,Harvard Heights,False,2,2,730,31,2,0,100
26037,2,1.0,0.8,Carthay,False,1,1,60,30,3,0,69
26038,-1,-1.0,1.0,West Hollywood,False,2,2,1125,30,0,0,632
26039,1,1.0,1.0,Harvard Heights,False,2,2,730,31,0,0,100
26040,1,1.0,0.22,Valley Village,True,1,1,1125,30,0,0,128
26041,-1,-1.0,1.0,Downtown,True,1,1,14,4,0,0,1072
26042,-1,-1.0,-1.0,Marina del Rey,False,2,2,5,4,0,0,201
26043,1,1.0,0.94,Chatsworth,True,2,2,30,1,1,0,53
26044,1,1.0,0.7,West Hollywood,False,1,1,30,3,15,0,632
26045,1,0.9,1.0,Long Beach,True,1,1,1125,1,11,1,1573
26046,1,1.0,0.22,Valley Village,True,1,1,1125,1,0,0,128
26047,4,0.0,-1.0,Palmdale,False,2,2,13,6,0,0,96
26048,-1,-1.0,0.91,Bellflower,True,2,2,1125,1,3,0,29
26049,1,1.0,0.89,Downtown,True,1,1,360,1,15,0,1072
26050,1,1.0,0.96,West Hollywood,True,1,1,1125,30,9,0,632
26051,3,0.67,1.0,Harvard Heights,False,2,2,1125,2,1,0,100
26052,1,1.0,0.97,Santa Clarita,False,1,1,1125,2,17,1,146
26053,-1,-1.0,1.0,Woodland Hills,False,1,1,15,1,7,0,290
26054,1,1.0,0.86,Alhambra,False,1,1,1125,2,25,2,258
26055,3,1.0,1.0,Windsor Square,False,1,1,180,30,3,0,37
26056,1,1.0,1.0,Topanga,True,4,1,13,2,9,2,257
26057,1,1.0,1.0,Long Beach,True,1,1,1125,1,3,1,1573
26058,3,0.77,0.72,Unincorporated Santa Monica Mountains,False,4,1,30,2,19,1,125
26059,1,0.9,1.0,Mid-City,True,1,1,1125,3,23,2,397
26060,1,1.0,0.97,Downtown,True,1,1,28,1,69,7,1072
26061,1,0.97,0.98,Hollywood,True,1,1,1125,1,33,4,1616
26062,2,0.9,0.71,Highland Park,False,1,1,90,31,2,0,184
26063,4,0.0,1.0,West Hollywood,True,2,2,1125,1,1,0,632
26064,-1,-1.0,0.83,Beverly Hills,True,1,1,90,10,3,0,540
26065,1,0.96,0.97,Woodland Hills,True,2,2,1125,1,26,3,290
26066,-1,-1.0,0.91,Mid-City,True,1,1,28,5,7,0,397
26067,1,0.96,0.97,Woodland Hills,True,1,1,1125,1,8,0,290
26068,-1,-1.0,1.0,Santa Monica,True,1,1,7,1,1,0,1184
26069,-1,-1.0,0.96,Monterey Park,True,2,2,365,2,3,0,235
26070,-1,-1.0,0.25,Palms,False,1,1,1125,3,1,0,249
26071,-1,-1.0,1.0,Winnetka,False,2,2,7,1,0,0,74
26072,-1,-1.0,-1.0,Artesia,False,1,1,1125,1,1,0,10
26073,1,1.0,1.0,Burbank,True,1,1,29,1,50,7,331
26074,-1,-1.0,-1.0,Downtown,True,1,1,1125,2,0,0,1072
26075,3,0.6,0.85,Diamond Bar,False,1,1,180,7,8,0,152
26076,1,1.0,1.0,Granada Hills,False,1,1,1125,3,25,5,43
26077,1,1.0,1.0,Del Rey,False,1,1,1125,30,0,0,239
26078,1,1.0,0.99,Venice,True,1,1,1125,31,3,0,1701
26079,-1,-1.0,0.86,Rowland Heights,False,1,1,1125,1,1,0,517
26080,1,0.95,1.0,East Hollywood,True,2,2,90,1,13,2,526
26081,1,0.99,0.5,Pasadena,False,1,1,1125,1,2,0,459
26082,-1,-1.0,0.86,Santa Monica,True,2,2,1125,1,5,0,1184
26083,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26084,1,0.99,0.99,Pacific Palisades,True,1,1,1125,2,22,3,162
26085,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26086,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26087,1,0.8,1.0,Silver Lake,True,2,2,28,1,1,0,498
26088,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26089,1,0.8,1.0,Silver Lake,True,2,2,28,1,0,0,498
26090,1,0.8,1.0,Silver Lake,True,2,2,28,1,0,0,498
26091,1,0.8,1.0,Silver Lake,True,2,2,28,1,0,0,498
26092,1,0.8,1.0,Silver Lake,True,2,2,28,1,0,0,498
26093,1,0.8,1.0,Silver Lake,True,2,2,28,1,3,0,498
26094,3,0.7,0.88,Inglewood,False,1,1,360,25,28,0,402
26095,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26096,2,0.9,0.46,West Hollywood,False,1,1,1125,31,1,0,632
26097,1,1.0,0.87,Lawndale,True,2,2,1125,2,10,0,81
26098,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26099,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26100,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26101,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26102,1,0.92,0.73,Hollywood,False,1,1,1125,30,0,0,1616
26103,1,0.92,0.73,Downtown,False,1,1,1125,30,0,0,1072
26104,1,0.92,0.73,Downtown,False,1,1,1125,30,0,0,1072
26105,1,0.92,0.73,Downtown,False,1,1,1125,30,0,0,1072
26106,-1,-1.0,-1.0,Encino,False,1,1,25,1,66,7,136
26107,2,0.9,0.46,West Hollywood,False,1,1,1125,31,0,0,632
26108,1,1.0,0.9,Hollywood,True,1,1,1125,2,1,0,1616
26109,1,1.0,0.84,West Carson,False,1,1,1125,30,5,0,32
26110,1,1.0,0.4,Shadow Hills,False,2,2,60,30,2,0,26
26111,1,1.0,0.9,Hollywood Hills West,False,1,1,1125,2,1,0,521
26112,-1,-1.0,-1.0,North Hollywood,False,1,1,90,59,0,0,393
26113,1,1.0,0.87,Lawndale,True,2,2,1125,3,5,0,81
26114,2,0.86,0.83,East Hollywood,False,3,3,1125,30,0,0,526
26115,2,0.86,0.83,East Hollywood,False,3,3,1125,30,0,0,526
26116,2,0.86,0.83,East Hollywood,False,3,3,1125,30,0,0,526
26117,2,0.86,0.83,Echo Park,False,3,3,1125,30,0,0,410
26118,2,0.86,0.83,Echo Park,False,3,3,1125,30,0,0,410
26119,2,0.86,0.83,Echo Park,False,3,3,1125,30,0,0,410
26120,2,0.86,0.83,Echo Park,False,3,3,1125,30,0,0,410
26121,1,1.0,1.0,Venice,True,2,2,1125,2,1,0,1701
26122,2,0.8,0.96,Fairfax,False,1,1,1125,30,1,0,261
26123,2,1.0,-1.0,Northridge,True,2,2,1,1,0,0,99
26124,2,0.75,0.73,Northridge,True,2,2,365,3,4,0,99
26125,2,1.0,0.74,Venice,True,1,1,1125,30,11,0,1701
26126,1,0.8,0.95,Long Beach,True,1,1,28,3,17,0,1573
26127,-1,-1.0,0.95,Harvard Park,False,2,2,1125,352,3,0,14
26128,1,1.0,0.91,Fairfax,False,1,1,180,2,21,0,261
26129,1,1.0,0.98,Azusa,False,1,1,59,2,13,0,66
26130,-1,-1.0,-1.0,Beverly Hills,True,1,1,1125,90,0,0,540
26131,1,1.0,0.95,Long Beach,False,1,1,28,3,30,3,1573
26132,-1,-1.0,0.91,Walnut,False,2,2,1125,1,7,0,79
26133,-1,-1.0,0.93,Palmdale,False,1,1,6,1,30,0,96
26134,1,1.0,1.0,Inglewood,True,1,1,28,14,21,1,402
26135,1,1.0,1.0,Vernon,False,1,1,1125,3,22,0,2
26136,-1,-1.0,-1.0,Winnetka,True,2,2,5,3,0,0,74
26137,2,1.0,0.96,Sherman Oaks,True,1,1,1125,2,14,4,375
26138,1,1.0,0.22,Sherman Oaks,False,1,1,1125,30,0,0,375
26139,1,1.0,0.96,Hollywood Hills West,False,1,1,1125,2,12,1,521
26140,1,0.96,0.96,Alhambra,False,2,2,15,1,20,0,258
26141,1,0.96,0.99,Hollywood,False,1,1,1125,1,8,0,1616
